animal_id,timestamp,temperature,Fxa,Mya,Rza,Sxg,Lyg,Dzg
A002,2025-10-29 05:48:00,38.46,-0.012,0.006,0.876,0.511,0.363,0.399
A002,2025-10-29 05:49:00,38.57,0.099,0.007,0.942,0.639,0.401,0.636
A002,2025-10-29 05:50:00,38.56,0.025,-0.017,0.907,1.07,0.437,0.499
A002,2025-10-29 05:51:00,38.39,0.013,0.016,0.897,1.083,0.396,0.727
A002,2025-10-29 05:52:00,38.5,0.085,0.036,0.902,0.78,0.429,0.447
A002,2025-10-29 05:53:00,38.5,0.054,0.016,0.951,0.705,0.289,0.463
A002,2025-10-29 05:54:00,38.44,0.049,0.006,0.939,0.474,0.218,0.77
A002,2025-10-29 05:55:00,38.53,0.038,0.022,0.911,0.527,0.521,0.387
A002,2025-10-29 05:56:00,38.57,0.03,0.004,0.984,0.579,0.408,0.389
A002,2025-10-29 05:57:00,38.62,0.022,0.018,0.908,0.677,0.319,0.593
A002,2025-10-29 05:58:00,38.5,0.096,0.061,0.848,0.807,0.372,0.501
A002,2025-10-29 05:59:00,38.47,0.067,0.003,0.909,0.895,0.254,0.493
A002,2025-10-29 06:00:00,38.63,0.643,0.301,1.019,2.383,1.784,1.304
A002,2025-10-29 06:01:00,38.67,0.576,0.269,1.182,1.219,1.321,0.975
A002,2025-10-29 06:02:00,38.62,0.904,0.2,0.895,1.222,1.032,1.288
A002,2025-10-29 06:03:00,38.74,1.116,0.377,0.822,1.744,0.785,1.028
A002,2025-10-29 06:04:00,38.59,0.53,0.087,0.917,1.416,1.502,1.343
A002,2025-10-29 06:05:00,38.63,0.349,0.339,0.908,0.514,1.263,0.727
A002,2025-10-29 06:06:00,38.79,1.046,0.294,0.939,1.771,1.274,1.037
A002,2025-10-29 06:07:00,38.65,0.762,0.17,1.078,1.805,1.227,1.356
A002,2025-10-29 06:08:00,38.66,0.395,0.416,0.984,1.958,0.411,1.068
A002,2025-10-29 06:09:00,38.55,0.611,0.182,0.967,1.152,0.877,1.112
A002,2025-10-29 06:10:00,38.64,0.954,0.242,0.884,1.782,1.461,1.142
A002,2025-10-29 06:11:00,38.75,0.184,0.255,0.951,2.103,0.992,0.991
A002,2025-10-29 06:12:00,38.71,0.75,0.155,0.998,2.174,0.865,0.753
A002,2025-10-29 06:13:00,38.63,0.779,0.118,1.02,1.435,1.008,0.644
A002,2025-10-29 06:14:00,38.75,0.295,0.122,0.853,1.283,1.468,0.7
A002,2025-10-29 06:15:00,38.66,1.075,0.338,0.856,1.315,0.892,1.062
A002,2025-10-29 06:16:00,38.7,0.613,0.249,0.794,0.983,1.268,1.308
A002,2025-10-29 06:17:00,38.73,0.482,0.286,1.136,2.498,0.99,1.06
A002,2025-10-29 06:18:00,38.64,0.364,0.018,0.875,2.5,0.923,1.176
A002,2025-10-29 06:19:00,38.74,0.654,0.085,1.008,1.826,1.163,0.83
A002,2025-10-29 06:20:00,38.66,0.745,0.182,0.942,1.143,1.222,1.055
A002,2025-10-29 06:21:00,38.67,0.946,0.275,0.837,0.973,0.439,1.321
A002,2025-10-29 06:22:00,38.81,0.504,0.412,0.869,2.078,0.444,1.06
A002,2025-10-29 06:23:00,38.6,0.212,0.14,1.142,2.019,0.833,1.325
A002,2025-10-29 06:24:00,38.83,0.522,0.205,1.011,0.965,1.788,1.019
A002,2025-10-29 06:25:00,38.79,0.895,0.108,0.991,1.51,1.132,1.224
A002,2025-10-29 06:26:00,38.68,0.38,0.218,1.044,2.355,1.102,0.853
A002,2025-10-29 06:27:00,38.7,0.214,0.343,1.098,2.022,1.165,1.392
A002,2025-10-29 06:28:00,38.85,0.535,0.209,0.979,1.764,1.278,1.347
A002,2025-10-29 06:29:00,38.67,0.708,0.415,0.935,1.46,0.688,1.021
A002,2025-10-29 06:30:00,38.76,0.588,0.209,1.032,0.757,0.761,0.838
A002,2025-10-29 06:31:00,38.65,0.701,0.152,1.043,1.535,1.665,0.486
A002,2025-10-29 06:32:00,38.65,0.931,0.092,1.004,1.916,0.924,1.071
A002,2025-10-29 06:33:00,38.67,0.406,0.052,0.92,1.765,1.144,1.109
A002,2025-10-29 06:34:00,38.65,0.009,0.293,0.904,1.54,0.866,1.066
A002,2025-10-29 06:35:00,38.83,0.278,0.073,0.965,1.159,1.29,1.321
A002,2025-10-29 06:36:00,38.83,0.49,0.256,0.899,2.178,1.239,1.7
A002,2025-10-29 06:37:00,38.88,0.733,0.227,1.045,1.704,1.665,1.293
A002,2025-10-29 06:38:00,38.71,0.752,0.382,1.054,1.462,1.356,1.31
A002,2025-10-29 06:39:00,38.65,0.74,0.461,0.92,1.508,1.595,0.747
A002,2025-10-29 06:40:00,38.62,0.289,0.395,0.976,1.732,1.092,1.417
A002,2025-10-29 06:41:00,38.7,0.644,0.1,0.916,1.822,1.555,0.742
A002,2025-10-29 06:42:00,38.52,0.559,0.545,0.977,1.381,1.351,1.289
A002,2025-10-29 06:43:00,38.77,0.965,0.152,0.89,1.785,0.887,1.073
A002,2025-10-29 06:44:00,38.72,0.905,0.222,0.947,1.531,0.822,0.922
A002,2025-10-29 06:45:00,38.72,0.722,0.151,0.828,1.851,1.072,1.173
A002,2025-10-29 06:46:00,38.72,0.767,0.268,0.902,0.529,1.562,0.908
A002,2025-10-29 06:47:00,38.67,1.142,0.262,1.046,1.696,1.489,1.078
A002,2025-10-29 06:48:00,38.8,1.291,0.324,0.928,1.409,1.521,1.384
A002,2025-10-29 06:49:00,38.8,0.461,0.282,0.968,1.912,0.604,0.644
A002,2025-10-29 06:50:00,38.57,0.772,0.148,1.03,1.23,1.126,0.734
A002,2025-10-29 06:51:00,38.76,-0.031,0.4,1.055,1.624,0.955,0.798
A002,2025-10-29 06:52:00,38.78,0.567,0.173,0.83,1.5,1.354,0.923
A002,2025-10-29 06:53:00,38.74,0.363,0.336,1.044,1.848,1.424,1.045
A002,2025-10-29 06:54:00,38.73,0.462,0.105,0.995,1.382,0.989,0.709
A002,2025-10-29 06:55:00,38.65,0.912,0.293,0.886,1.842,1.982,0.727
A002,2025-10-29 06:56:00,38.72,0.351,0.211,0.84,1.488,1.425,0.888
A002,2025-10-29 06:57:00,38.69,1.01,0.413,1.009,1.664,1.464,0.779
A002,2025-10-29 06:58:00,38.61,0.803,0.312,0.998,1.916,1.248,0.665
A002,2025-10-29 06:59:00,38.76,0.527,0.215,0.829,1.059,1.394,0.666
A002,2025-10-29 07:00:00,38.84,0.514,0.221,0.956,1.521,0.991,1.069
A002,2025-10-29 07:01:00,38.78,0.727,0.1,0.896,1.561,1.466,0.947
A002,2025-10-29 07:02:00,38.59,0.398,0.139,0.937,1.442,0.921,0.798
A002,2025-10-29 07:03:00,38.63,0.43,0.235,0.997,2.539,1.165,1.41
A002,2025-10-29 07:04:00,38.64,0.474,0.298,0.985,1.516,1.389,1.005
A002,2025-10-29 07:05:00,38.61,0.731,0.428,0.836,1.602,0.965,0.991
A002,2025-10-29 07:06:00,38.69,0.805,0.413,1.016,1.719,1.043,0.6
A002,2025-10-29 07:07:00,38.68,1.115,0.357,1.042,2.076,1.091,1.066
A002,2025-10-29 07:08:00,38.71,0.423,0.152,0.878,1.477,1.276,1.194
A002,2025-10-29 07:09:00,38.67,0.146,0.036,0.975,1.673,1.248,0.997
A002,2025-10-29 07:10:00,38.84,0.654,0.377,0.962,1.629,1.155,1.577
A002,2025-10-29 07:11:00,38.8,0.68,0.245,0.813,1.71,1.18,1.023
A002,2025-10-29 07:12:00,38.75,1.049,0.142,0.944,1.526,0.897,0.766
A002,2025-10-29 07:13:00,38.66,0.543,0.261,0.878,1.917,1.118,1.022
A002,2025-10-29 07:14:00,38.74,0.913,0.034,1.066,0.823,0.483,0.567
A002,2025-10-29 07:15:00,38.81,0.187,0.334,0.933,0.953,1.135,1.219
A002,2025-10-29 07:16:00,38.72,0.161,0.277,0.955,1.677,1.627,0.422
A002,2025-10-29 07:17:00,38.65,0.56,0.403,1.13,1.495,1.087,0.973
A002,2025-10-29 07:18:00,38.62,0.714,0.17,0.894,1.719,1.507,0.868
A002,2025-10-29 07:19:00,38.67,0.444,0.295,0.904,2.457,0.242,0.878
A002,2025-10-29 07:20:00,38.66,0.669,0.214,0.857,0.673,1.504,0.938
A002,2025-10-29 07:21:00,38.78,0.15,0.347,0.949,2.119,1.312,0.827
A002,2025-10-29 07:22:00,38.65,0.702,0.283,0.969,1.172,1.354,1.396
A002,2025-10-29 07:23:00,38.8,0.757,0.39,0.991,1.824,1.853,1.173
A002,2025-10-29 07:24:00,38.62,0.601,0.236,1.003,1.701,1.349,0.589
A002,2025-10-29 07:25:00,38.69,0.272,0.136,1.009,1.269,1.397,1.148
A002,2025-10-29 07:26:00,38.76,0.69,0.223,0.787,1.483,0.961,1.335
A002,2025-10-29 07:27:00,38.6,0.699,0.201,0.985,1.805,1.429,0.701
A002,2025-10-29 07:28:00,38.61,0.769,0.019,0.986,1.698,1.81,0.9
A002,2025-10-29 07:29:00,38.61,0.498,0.239,0.807,1.908,1.542,0.652
A002,2025-10-29 07:30:00,38.62,0.513,0.148,1.072,1.014,0.937,1.683
A002,2025-10-29 07:31:00,38.85,0.708,0.327,0.995,1.954,0.467,0.572
A002,2025-10-29 07:32:00,38.76,0.413,0.381,0.94,1.501,0.703,1.166
A002,2025-10-29 07:33:00,38.58,0.111,0.084,1.021,1.818,1.249,1.077
A002,2025-10-29 07:34:00,38.64,0.797,0.264,1.001,1.344,1.322,0.645
A002,2025-10-29 07:35:00,38.67,0.559,0.206,0.869,1.864,1.679,0.903
A002,2025-10-29 07:36:00,38.77,0.344,0.351,0.984,1.701,2.032,0.737
A002,2025-10-29 07:37:00,38.59,0.423,0.383,0.995,1.188,0.657,0.664
A002,2025-10-29 07:38:00,38.59,1.033,0.179,0.961,1.515,1.023,0.939
A002,2025-10-29 07:39:00,38.83,0.947,0.117,0.934,1.866,0.921,1.231
A002,2025-10-29 07:40:00,38.84,0.698,0.348,1.044,2.045,0.553,1.203
A002,2025-10-29 07:41:00,38.6,0.391,0.346,1.027,2.036,1.258,1.153
A002,2025-10-29 07:42:00,38.88,0.087,0.168,1.122,1.403,1.372,0.423
A002,2025-10-29 07:43:00,38.59,0.692,0.336,0.977,1.411,1.329,0.851
A002,2025-10-29 07:44:00,38.86,0.766,0.09,1.064,1.729,1.127,0.869
A002,2025-10-29 07:45:00,38.66,0.629,0.175,0.837,2.188,1.591,0.87
A002,2025-10-29 07:46:00,38.83,1.203,0.163,0.956,1.906,0.602,0.735
A002,2025-10-29 07:47:00,38.75,0.563,0.217,0.85,1.763,1.011,1.447
A002,2025-10-29 07:48:00,38.65,0.671,0.419,0.949,1.297,1.331,0.672
A002,2025-10-29 07:49:00,38.72,0.76,0.358,0.993,1.789,1.51,0.79
A002,2025-10-29 07:50:00,38.65,0.304,0.315,0.879,1.005,1.476,1.075
A002,2025-10-29 07:51:00,38.76,0.359,0.272,0.884,1.73,1.22,1.037
A002,2025-10-29 07:52:00,38.79,0.528,0.261,0.965,1.099,1.245,0.586
A002,2025-10-29 07:53:00,38.71,0.795,0.029,1.04,0.901,1.314,1.147
A002,2025-10-29 07:54:00,38.55,0.173,0.231,1.04,1.656,1.61,1.454
A002,2025-10-29 07:55:00,38.58,0.689,0.319,1.013,1.407,1.792,1.72
A002,2025-10-29 07:56:00,38.62,0.769,0.513,1.047,1.088,1.243,0.676
A002,2025-10-29 07:57:00,38.59,0.63,0.497,0.891,1.784,0.917,1.579
A002,2025-10-29 07:58:00,38.66,0.705,0.259,0.829,1.885,1.384,1.114
A002,2025-10-29 07:59:00,38.67,0.701,0.104,0.973,1.849,1.917,0.888
A002,2025-10-29 08:00:00,38.53,0.262,0.385,0.886,1.359,1.867,1.024
A002,2025-10-29 08:01:00,38.62,0.866,0.255,0.959,1.78,1.37,1.043
A002,2025-10-29 08:02:00,38.8,0.639,0.3,0.853,1.385,1.834,1.061
A002,2025-10-29 08:03:00,38.79,0.385,0.283,0.996,1.582,1.563,0.823
A002,2025-10-29 08:04:00,38.72,0.89,0.263,0.89,1.743,1.519,1.205
A002,2025-10-29 08:05:00,38.66,0.964,0.148,0.947,2.659,1.115,0.831
A002,2025-10-29 08:06:00,38.7,0.522,0.189,0.977,1.411,1.141,1.025
A002,2025-10-29 08:07:00,38.62,0.728,0.467,1.01,1.673,1.154,0.319
A002,2025-10-29 08:08:00,38.71,0.543,0.182,0.931,1.864,0.839,1.059
A002,2025-10-29 08:09:00,38.59,0.674,0.296,1.05,1.743,0.706,1.006
A002,2025-10-29 08:10:00,38.66,1.004,0.259,0.985,1.481,1.68,1.329
A002,2025-10-29 08:11:00,38.75,0.795,0.39,1.058,1.605,1.432,1.187
A002,2025-10-29 08:12:00,38.68,0.371,0.454,1.07,1.915,1.164,0.645
A002,2025-10-29 08:13:00,38.76,0.507,0.311,1.046,1.542,1.291,1.337
A002,2025-10-29 08:14:00,38.6,0.315,0.174,0.896,2.284,1.541,1.48
A002,2025-10-29 08:15:00,38.66,0.727,0.405,0.997,1.879,1.648,0.942
A002,2025-10-29 08:16:00,38.61,0.478,0.105,0.85,2.435,1.27,1.262
A002,2025-10-29 08:17:00,38.68,0.671,0.176,0.988,1.606,1.391,0.594
A002,2025-10-29 08:18:00,38.87,0.659,0.354,1.026,1.935,1.794,1.208
A002,2025-10-29 08:19:00,38.76,0.904,0.339,0.953,1.819,1.407,1.015
A002,2025-10-29 08:20:00,38.53,0.484,0.239,0.996,1.751,0.442,1.165
A002,2025-10-29 08:21:00,38.66,0.862,0.2,0.996,1.54,0.706,0.887
A002,2025-10-29 08:22:00,38.84,0.231,0.19,1.034,2.065,0.615,0.578
A002,2025-10-29 08:23:00,38.59,0.492,0.235,1.023,1.477,1.264,0.98
A002,2025-10-29 08:24:00,38.65,0.18,0.389,0.803,1.566,1.162,1.167
A002,2025-10-29 08:25:00,38.67,0.607,0.285,1.042,1.203,1.14,0.934
A002,2025-10-29 08:26:00,38.72,0.449,0.125,0.988,0.789,1.231,1.096
A002,2025-10-29 08:27:00,38.72,0.922,0.0,0.902,1.754,1.197,0.508
A002,2025-10-29 08:28:00,38.61,0.932,0.147,0.938,1.79,1.03,0.625
A002,2025-10-29 08:29:00,38.76,0.49,0.286,0.916,1.871,0.53,0.618
A002,2025-10-29 08:30:00,38.68,0.683,0.308,0.904,1.215,1.343,1.644
A002,2025-10-29 08:31:00,38.53,0.811,0.489,1.081,1.678,1.232,0.804
A002,2025-10-29 08:32:00,38.74,0.327,0.213,0.983,2.187,1.393,0.0
A002,2025-10-29 08:33:00,38.65,0.237,0.195,1.048,2.146,1.474,1.232
A002,2025-10-29 08:34:00,38.66,0.674,0.109,0.995,2.254,1.521,0.93
A002,2025-10-29 08:35:00,38.66,0.761,0.177,0.987,1.28,1.218,1.237
A002,2025-10-29 08:36:00,38.74,0.4,0.146,0.898,1.091,1.333,1.032
A002,2025-10-29 08:37:00,38.75,0.249,0.112,1.033,1.953,0.66,0.883
A002,2025-10-29 08:38:00,38.74,0.654,0.03,1.024,1.064,1.178,1.133
A002,2025-10-29 08:39:00,38.7,0.819,-0.043,0.968,1.216,0.931,1.051
A002,2025-10-29 08:40:00,38.63,0.702,0.475,0.922,0.946,1.439,0.42
A002,2025-10-29 08:41:00,38.79,0.182,0.208,1.004,1.334,1.507,1.066
A002,2025-10-29 08:42:00,38.79,0.465,0.253,0.917,1.265,1.253,0.861
A002,2025-10-29 08:43:00,38.65,0.77,0.293,0.989,1.174,0.572,1.434
A002,2025-10-29 08:44:00,38.72,0.546,0.126,0.954,1.084,0.385,0.906
A002,2025-10-29 08:45:00,38.66,0.867,0.449,0.981,1.761,0.923,1.138
A002,2025-10-29 08:46:00,38.8,0.416,0.453,1.05,1.879,1.129,1.135
A002,2025-10-29 08:47:00,38.58,0.719,-0.009,1.089,1.539,1.574,1.086
A002,2025-10-29 08:48:00,38.66,0.983,0.316,0.958,1.37,1.046,1.632
A002,2025-10-29 08:49:00,38.72,0.698,0.43,1.05,1.832,0.951,0.589
A002,2025-10-29 08:50:00,38.76,0.385,0.086,1.026,1.116,0.839,0.869
A002,2025-10-29 08:51:00,38.72,0.419,0.26,0.975,0.96,1.331,0.908
A002,2025-10-29 08:52:00,38.56,0.497,0.461,1.009,0.976,1.694,0.779
A002,2025-10-29 08:53:00,38.61,0.599,0.234,1.065,1.598,1.208,1.139
A002,2025-10-29 08:54:00,38.65,0.553,0.393,0.867,1.887,1.169,1.119
A002,2025-10-29 08:55:00,38.68,0.465,0.304,0.995,2.168,1.201,1.377
A002,2025-10-29 08:56:00,38.78,0.699,0.208,0.785,1.606,1.086,0.669
A002,2025-10-29 08:57:00,38.66,0.404,0.072,0.94,2.09,0.848,1.382
A002,2025-10-29 08:58:00,38.75,0.684,0.353,0.915,1.731,0.908,0.625
A002,2025-10-29 08:59:00,38.69,0.813,0.117,0.931,1.266,1.2,1.376
A002,2025-10-29 09:00:00,38.73,1.26,0.107,0.9,1.487,1.003,1.155
A002,2025-10-29 09:01:00,38.72,0.507,0.21,0.935,2.229,1.419,0.519
A002,2025-10-29 09:02:00,38.6,0.785,0.5,0.974,1.985,1.195,0.824
A002,2025-10-29 09:03:00,38.64,0.651,0.351,1.075,1.985,1.548,0.591
A002,2025-10-29 09:04:00,38.69,0.587,0.334,0.931,1.255,1.595,0.596
A002,2025-10-29 09:05:00,38.69,0.34,0.382,0.816,2.15,1.171,0.519
A002,2025-10-29 09:06:00,38.77,0.611,0.074,1.033,1.748,1.054,1.397
A002,2025-10-29 09:07:00,38.71,0.601,-0.057,0.982,1.383,0.533,0.992
A002,2025-10-29 09:08:00,38.73,0.021,0.134,0.888,1.97,1.227,0.672
A002,2025-10-29 09:09:00,38.71,0.999,0.106,0.978,1.927,1.195,1.12
A002,2025-10-29 09:10:00,38.6,0.426,0.176,1.076,1.534,0.881,1.27
A002,2025-10-29 09:11:00,38.65,0.807,0.233,1.006,2.04,1.038,1.398
A002,2025-10-29 09:12:00,38.71,0.813,0.313,1.131,2.293,1.529,1.359
A002,2025-10-29 09:13:00,38.72,0.931,0.156,0.911,1.895,0.946,0.749
A002,2025-10-29 09:14:00,38.66,0.574,0.311,1.097,1.983,1.498,1.394
A002,2025-10-29 09:15:00,38.73,0.775,0.298,0.942,1.066,0.578,0.884
A002,2025-10-29 09:16:00,38.65,0.501,0.24,1.037,1.785,1.054,0.806
A002,2025-10-29 09:17:00,38.74,1.007,0.269,1.046,1.673,1.215,0.968
A002,2025-10-29 09:18:00,38.71,0.155,0.387,0.94,1.567,1.007,1.346
A002,2025-10-29 09:19:00,38.52,0.427,0.302,0.814,1.138,0.861,0.884
A002,2025-10-29 09:20:00,38.61,0.547,0.216,0.951,1.632,1.074,0.931
A002,2025-10-29 09:21:00,38.77,0.682,0.221,0.943,1.918,1.76,0.639
A002,2025-10-29 09:22:00,38.72,0.284,0.464,0.943,1.357,0.987,1.016
A002,2025-10-29 09:23:00,38.78,0.729,0.245,0.689,2.465,0.755,1.377
A002,2025-10-29 09:24:00,38.57,0.431,0.504,0.927,1.768,0.251,1.252
A002,2025-10-29 09:25:00,38.71,0.888,0.097,0.992,1.616,1.295,1.196
A002,2025-10-29 09:26:00,38.71,0.682,0.01,0.967,1.834,1.327,1.308
A002,2025-10-29 09:27:00,38.72,0.35,0.352,1.022,1.815,0.595,0.767
A002,2025-10-29 09:28:00,38.65,0.836,0.409,0.857,1.715,1.131,0.893
A002,2025-10-29 09:29:00,38.8,0.602,0.359,0.834,1.297,1.17,1.91
A002,2025-10-29 09:30:00,38.63,0.594,0.429,1.103,1.128,1.836,0.64
A002,2025-10-29 09:31:00,38.7,0.071,0.285,0.926,1.938,0.845,1.469
A002,2025-10-29 09:32:00,38.71,0.887,0.34,1.068,1.995,1.267,0.689
A002,2025-10-29 09:33:00,38.68,0.772,0.179,1.008,1.616,1.128,0.896
A002,2025-10-29 09:34:00,38.61,0.636,0.365,0.932,1.788,1.053,1.406
A002,2025-10-29 09:35:00,38.99,0.946,0.063,1.012,1.507,1.132,1.055
A002,2025-10-29 09:36:00,38.76,0.509,0.261,0.946,1.031,1.322,1.091
A002,2025-10-29 09:37:00,38.75,0.716,0.216,0.936,1.147,1.093,0.934
A002,2025-10-29 09:38:00,38.65,0.555,0.197,1.006,1.884,1.632,1.049
A002,2025-10-29 09:39:00,38.73,0.715,0.248,0.946,2.035,1.885,0.701
A002,2025-10-29 09:40:00,38.74,0.848,0.192,0.892,1.955,0.446,1.175
A002,2025-10-29 09:41:00,38.66,0.487,0.346,0.963,1.177,0.696,0.6
A002,2025-10-29 09:42:00,38.64,0.354,0.25,0.848,1.288,1.369,0.649
A002,2025-10-29 09:43:00,38.73,0.735,0.177,0.938,1.193,1.294,0.669
A002,2025-10-29 09:44:00,38.58,0.539,0.244,0.987,1.984,1.094,1.324
A002,2025-10-29 09:45:00,38.62,0.93,0.056,0.934,1.498,1.525,1.104
A002,2025-10-29 09:46:00,38.75,0.935,0.181,0.868,1.82,1.641,1.217
A002,2025-10-29 09:47:00,38.66,0.322,0.212,1.065,0.926,1.11,0.915
A002,2025-10-29 09:48:00,38.6,0.732,0.338,0.977,1.549,0.91,0.775
A002,2025-10-29 09:49:00,38.74,0.8,0.159,0.939,0.888,1.288,1.117
A002,2025-10-29 09:50:00,38.67,0.323,0.109,1.052,1.517,1.512,1.037
A002,2025-10-29 09:51:00,38.76,1.041,0.1,0.936,1.875,0.885,1.781
A002,2025-10-29 09:52:00,38.71,0.906,0.254,1.086,1.288,1.069,0.658
A002,2025-10-29 09:53:00,38.69,0.633,0.282,1.021,1.917,1.457,0.57
A002,2025-10-29 09:54:00,38.67,0.764,0.407,1.115,2.035,1.805,1.217
A002,2025-10-29 09:55:00,38.77,0.891,0.539,0.924,1.741,1.195,1.169
A002,2025-10-29 09:56:00,38.74,0.876,0.358,0.905,1.662,1.18,0.846
A002,2025-10-29 09:57:00,38.78,0.777,0.39,0.901,1.507,1.495,0.729
A002,2025-10-29 09:58:00,38.72,0.993,0.077,0.887,1.638,1.254,0.597
A002,2025-10-29 09:59:00,38.55,0.314,0.153,0.984,1.422,1.684,0.762
A002,2025-10-29 10:00:00,38.61,0.509,0.255,0.963,1.82,0.893,0.78
A002,2025-10-29 10:01:00,38.77,0.791,0.307,0.943,1.261,0.983,0.813
A002,2025-10-29 10:02:00,38.63,0.347,0.241,0.912,1.29,0.985,1.795
A002,2025-10-29 10:03:00,38.74,0.362,0.121,1.01,1.392,1.409,0.93
A002,2025-10-29 10:04:00,38.7,0.557,0.146,1.025,1.445,0.863,1.389
A002,2025-10-29 10:05:00,38.6,0.873,0.443,0.922,1.043,1.045,0.714
A002,2025-10-29 10:06:00,38.72,0.797,0.147,0.883,1.318,1.619,0.901
A002,2025-10-29 10:07:00,38.81,0.033,0.181,1.038,1.508,1.068,0.761
A002,2025-10-29 10:08:00,38.75,0.388,0.386,1.055,1.9,1.178,1.187
A002,2025-10-29 10:09:00,38.66,1.216,0.242,0.943,1.291,0.883,1.31
A002,2025-10-29 10:10:00,38.7,0.187,0.115,1.024,1.542,1.943,0.735
A002,2025-10-29 10:11:00,38.77,0.696,0.379,0.962,1.795,1.277,1.323
A002,2025-10-29 10:12:00,38.69,0.645,0.122,0.98,2.071,1.395,0.385
A002,2025-10-29 10:13:00,38.59,0.517,0.29,0.996,1.928,1.314,0.407
A002,2025-10-29 10:14:00,38.65,0.917,0.186,0.964,1.491,1.43,1.199
A002,2025-10-29 10:15:00,38.7,-0.048,0.286,1.008,1.371,1.761,0.848
A002,2025-10-29 10:16:00,38.68,0.558,0.2,1.123,2.326,1.264,1.088
A002,2025-10-29 10:17:00,38.68,1.107,0.233,0.986,2.033,1.318,0.272
A002,2025-10-29 10:18:00,38.66,0.878,0.324,0.799,1.721,0.691,1.041
A002,2025-10-29 10:19:00,38.76,0.51,0.324,1.029,1.767,1.085,0.458
A002,2025-10-29 10:20:00,38.76,0.85,0.137,1.079,1.665,1.535,1.007
A002,2025-10-29 10:21:00,38.68,0.692,0.102,0.913,1.26,1.168,1.199
A002,2025-10-29 10:22:00,38.75,0.374,0.3,0.881,2.382,0.991,0.196
A002,2025-10-29 10:23:00,38.65,0.196,0.384,0.854,1.405,1.194,1.38
A002,2025-10-29 10:24:00,38.68,0.782,0.191,0.986,1.117,1.209,0.19
A002,2025-10-29 10:25:00,38.59,0.535,0.238,0.929,1.995,1.25,1.04
A002,2025-10-29 10:26:00,38.55,1.095,0.425,0.881,1.579,1.216,0.737
A002,2025-10-29 10:27:00,38.79,0.599,0.189,0.991,1.409,0.886,0.898
A002,2025-10-29 10:28:00,38.81,0.981,0.417,0.926,1.52,1.482,0.528
A002,2025-10-29 10:29:00,38.67,0.662,0.09,0.987,1.345,1.04,0.806
A002,2025-10-29 10:30:00,38.73,0.579,0.393,1.02,1.564,0.947,0.852
A002,2025-10-29 10:31:00,38.58,0.504,0.252,0.983,1.423,1.609,1.206
A002,2025-10-29 10:32:00,38.61,0.505,0.29,0.983,1.964,0.874,1.163
A002,2025-10-29 10:33:00,38.68,0.512,0.118,0.93,1.184,0.931,1.225
A002,2025-10-29 10:34:00,38.9,0.68,0.382,1.039,1.164,1.191,1.063
A002,2025-10-29 10:35:00,38.75,0.656,0.322,0.89,2.04,1.833,1.152
A002,2025-10-29 10:36:00,38.75,0.743,0.251,0.977,2.346,1.085,0.643
A002,2025-10-29 10:37:00,38.67,0.743,0.366,0.922,1.118,1.243,1.395
A002,2025-10-29 10:38:00,38.72,0.625,-0.026,0.824,1.685,1.49,0.69
A002,2025-10-29 10:39:00,38.63,0.916,0.34,0.953,1.016,1.243,1.24
A002,2025-10-29 10:40:00,38.72,0.309,0.464,1.008,1.201,0.817,0.777
A002,2025-10-29 10:41:00,38.64,0.685,0.389,0.894,1.86,1.272,0.808
A002,2025-10-29 10:42:00,38.71,0.569,0.231,0.973,1.457,1.664,1.84
A002,2025-10-29 10:43:00,38.7,0.983,0.187,0.937,1.526,1.576,1.413
A002,2025-10-29 10:44:00,38.61,0.571,0.214,0.883,2.196,1.322,1.062
A002,2025-10-29 10:45:00,38.54,0.336,0.071,0.917,1.516,1.463,1.202
A002,2025-10-29 10:46:00,38.76,0.933,0.206,0.898,0.838,1.051,1.414
A002,2025-10-29 10:47:00,38.63,0.573,0.313,0.977,1.281,1.478,0.941
A002,2025-10-29 10:48:00,38.56,0.737,0.488,0.937,1.644,1.842,0.695
A002,2025-10-29 10:49:00,38.75,0.294,0.08,1.067,1.412,1.5,1.082
A002,2025-10-29 10:50:00,38.75,0.403,0.281,1.002,1.602,1.164,1.515
A002,2025-10-29 10:51:00,38.58,0.839,0.168,0.947,1.139,0.378,1.211
A002,2025-10-29 10:52:00,38.78,0.953,0.05,0.842,1.631,0.881,0.875
A002,2025-10-29 10:53:00,38.7,0.78,0.377,1.081,1.357,1.245,1.213
A002,2025-10-29 10:54:00,38.71,0.028,0.244,0.969,1.786,1.313,0.24
A002,2025-10-29 10:55:00,38.78,0.684,0.274,1.061,1.501,0.808,1.042
A002,2025-10-29 10:56:00,38.61,0.695,0.349,0.845,1.99,1.431,1.165
A002,2025-10-29 10:57:00,38.53,0.852,0.317,1.069,0.898,1.163,0.85
A002,2025-10-29 10:58:00,38.7,0.919,0.258,1.024,1.391,1.542,1.167
A002,2025-10-29 10:59:00,38.57,1.021,0.435,0.924,1.523,1.537,0.771
A002,2025-10-29 11:00:00,39.49,0.011,0.009,0.903,0.971,0.811,0.434
A002,2025-10-29 11:01:00,39.77,0.162,0.025,0.86,1.077,0.414,0.746
A002,2025-10-29 11:02:00,39.45,0.161,0.073,0.817,0.64,0.671,0.523
A002,2025-10-29 11:03:00,39.81,0.063,0.12,0.895,0.586,0.12,0.507
A002,2025-10-29 11:04:00,39.51,0.094,0.024,0.901,1.157,0.203,0.481
